Штрихкод;Номенклатура;;Габарит;Ед изм;Склад;Документ поступления;Номер;Дата;Количество;Стоимость;Поставщик
2000000011561;00374011562 Круг В1 - 60 ГОСТ 2590-2006/40Х - 1 ГОСТ 4543-71, н/д;;;кг;Склад цех 26;Поступление товаров и услуг 0000-001641 от 08.05.2018 11:02:18;0000-001641;08.05.2018 11:02;88;3839.44;БАЛТПРОМКОМПЛЕКТ ООО
2000000015545;00374011688 Круг В1 - 85 ГОСТ 2590-2006/40Х - 1 ГОСТ 4543-71, н/д;;;кг;Склад цех 26;Поступление товаров и услуг 0000-001903 от 25.05.2018 13:01:51;0000-001903;25.05.2018 13:01;173;7477.09;ПО НИКОЛЬСКОЕ ООО
2000000014777;00374183632 Круг В1 - 75 ГОСТ 2590-2006/25Х1МФ - б ГОСТ 20072-74, н/д;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000043 от 11.01.2018 14:03:13;0000-000043;11.01.2018 14:03;154;9918.64;МЕЧЕЛ-СЕРВИС ООО
2000000012797;00379001062 Круг В1 - 12 ГОСТ 2590-2006/60С2А - 2 ГОСТ 14959-79;;;кг;Склад цех 8;Поступление товаров и услуг 00000000090 от 30.05.2017 23:59:59;90;30.05.2017 23:59;37;3903.84;Пром-Сталь ООО
2000000009452;00460203124 Круг 18 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;12;1888.56;СЕВЗАПСЕРВИС ООО
2000000013404;00460203124 Круг 18 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;10;957.63;СЕВЗАПСЕРВИС ООО
2000000010557;00460203214 Круг 25 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;46;7239.48;СЕВЗАПСЕРВИС ООО
2000000016665;00460203256 Круг 28 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;56;5362.74;СЕВЗАПСЕРВИС ООО
2000000015613;00460203312 Круг 32 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;194.842;18658.61;СЕВЗАПСЕРВИС ООО
2000000015620;00460203312 Круг 32 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;17.746;2588.83;СЕВЗАПСЕРВИС ООО
2000000016658;00460203312 Круг 32 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000189 от 28.09.2017 13:21:01;189;28.09.2017 13:21;16.617;1603.54;СЕВЗАПСЕРВИС ООО
2000000009230;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;65;9482.20;СЕВЗАПСЕРВИС ООО
2000000010502;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000167 от 15.09.2017 9:49:15;167;15.09.2017 9:49;33.92;3341.12;СЕВЗАПСЕРВИС ООО
2000000010519;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;87.52;8381.19;СЕВЗАПСЕРВИС ООО
2000000014555;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000189 от 28.09.2017 13:21:01;189;28.09.2017 13:21;64.56;6230.02;СЕВЗАПСЕРВИС ООО
2000000010502;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 20;Поступление товаров и услуг 00000000167 от 15.09.2017 9:49:15;167;15.09.2017 9:49;8.05;792.92;СЕВЗАПСЕРВИС ООО
2000000014555;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 20;Поступление товаров и услуг 00000000189 от 28.09.2017 13:21:01;189;28.09.2017 13:21;12.92;1246.78;СЕВЗАПСЕРВИС ООО
2000000010519;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;95.48;9143.36;СЕВЗАПСЕРВИС ООО
2000000014555;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000189 от 28.09.2017 13:21:01;189;28.09.2017 13:21;14.5;1399.26;СЕВЗАПСЕРВИС ООО
2000000010519;00460203424 Круг 40 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;51;4883.92;СЕВЗАПСЕРВИС ООО
2000000013220;00460203438 Круг 42 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000167 от 15.09.2017 9:49:15;167;15.09.2017 9:49;34;3349.00;СЕВЗАПСЕРВИС ООО
2000000009100;00460203592 Круг 65 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000189 от 28.09.2017 13:21:01;189;28.09.2017 13:21;117;11290.50;СЕВЗАПСЕРВИС ООО
2000000013145;00460203592 Круг 65 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-000598 от 27.02.2018 11:51:48;0000-000598;27.02.2018 11:51;83;7948.30;СЕВЗАПСЕРВИС ООО
2000000009476;00460203830 Круг 130 - В1 ГОСТ 2590-2006/20Х13 - б - Т ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;628;98125.00;СЕВЗАПСЕРВИС ООО
2000000010618;00464903802 Заготовка квадратная 1 - 250 - 20Х13 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-002709 от 23.07.2018 9:37:57;0000-002709;23.07.2018 9:37;6 007.90;771774.83;СЕВЗАПСЕРВИС ООО
2000000014722;00464903802 Заготовка квадратная 1 - 250 - 20Х13 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-002630 от 17.07.2018 11:13:47;0000-002630;17.07.2018 11:13;1 043.10;133996.63;СЕВЗАПСЕРВИС ООО
2000000014722;00464903802 Заготовка квадратная 1 - 250 - 20Х13 ТУ 14-1-4492-88/ГОСТ 5632-2014;;;кг;Склад цех 11;Поступление товаров и услуг 0000-002630 от 17.07.2018 11:13:47;0000-002630;17.07.2018 11:13;934;119981.63;СЕВЗАПСЕРВИС ООО
2000000013251;00480201200 Круг 24 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;65;14442.35;СЕВЗАПСЕРВИС ООО
2000000009490;00480201214 Круг 25 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001544 от 28.04.2018 8:29:14;0000-001544;28.04.2018 8:29;22;4888.18;СЕВЗАПСЕРВИС ООО
2000000014845;00480201214 Круг 25 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;23;4558.14;СЕВЗАПСЕРВИС ООО
2000000013008;00480201774 Круг 110 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 20;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;131.4;25298.44;СЕВЗАПСЕРВИС ООО
2000000014852;00480201830 Круг 130 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;126;24258.78;СЕВЗАПСЕРВИС ООО
2000000014852;00480201830 Круг 130 - В1 ГОСТ 2590-2006/14Х17Н2 - б - Т ГОСТ 5632-2014/ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 0000-000954 от 21.03.2018 15:58:34;0000-000954;21.03.2018 15:58;492;94724.76;СЕВЗАПСЕРВИС ООО
2000000010571;00480217082 Круг 14 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;1;184.75;МЕЧЕЛ-СЕРВИС ООО
2000000013275;00480217082 Круг 14 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;8;1477.97;МЕЧЕЛ-СЕРВИС ООО
2000000013282;00480217082 Круг 14 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;7;1424.36;СЕВЗАПСЕРВИС ООО
2000000010960;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;29;5357.68;МЕЧЕЛ-СЕРВИС ООО
2000000010977;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;21;3879.63;МЕЧЕЛ-СЕРВИС ООО
2000000010960;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;22.048;4073.26;МЕЧЕЛ-СЕРВИС ООО
2000000010977;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;11.684;2158.59;МЕЧЕЛ-СЕРВИС ООО
2000000013640;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;3.124;635.62;СЕВЗАПСЕРВИС ООО
2000000015057;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;3.144;664.21;СЕВЗАПСЕРВИС ООО
2000000010960;00480217102 Круг 16 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 30;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;3;554.24;МЕЧЕЛ-СЕРВИС ООО
2000000010588;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;9.33;1723.72;МЕЧЕЛ-СЕРВИС ООО
2000000014593;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;13.16;2431.24;МЕЧЕЛ-СЕРВИС ООО
2000000014609;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;1.51;307.26;СЕВЗАПСЕРВИС ООО
2000000009285;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;12;2535.15;СЕВЗАПСЕРВИС ООО
2000000010588;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;2.67;493.23;МЕЧЕЛ-СЕРВИС ООО
2000000014593;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;0.84;155.20;МЕЧЕЛ-СЕРВИС ООО
2000000014609;00480217122 Круг 18 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;10.49;2134.50;СЕВЗАПСЕРВИС ООО
2000000012070;00480217142 Круг 20 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;15;2733.06;МЕЧЕЛ-СЕРВИС ООО
2000000011370;00480217198 Круг 24 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;18.64;3396.27;МЕЧЕЛ-СЕРВИС ООО
2000000014111;00480217198 Круг 24 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;5.812;1182.60;СЕВЗАПСЕРВИС ООО
2000000015477;00480217198 Круг 24 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;2.548;538.30;СЕВЗАПСЕРВИС ООО
2000000014616;00480217212 Круг ф25 ст.08Х18Н10Т н/дл;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001457 от 24.04.2018 10:24:44;0000-001457;24.04.2018 10:24;23;4859.04;СЕВЗАПСЕРВИС ООО
2000000011998;00480217254 Круг 28 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;43.004;7835.48;МЕЧЕЛ-СЕРВИС ООО
2000000011998;00480217254 Круг 28 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад участок 28;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;11.996;2185.71;МЕЧЕЛ-СЕРВИС ООО
2000000011615;00480217422 Круг 40 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;11.69;2100.24;МЕЧЕЛ-СЕРВИС ООО
2000000011622;00480217422 Круг 40 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;3.1;556.95;МЕЧЕЛ-СЕРВИС ООО
2000000016825;00480217422 Круг 40 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;15.21;3213.31;СЕВЗАПСЕРВИС ООО
2000000011615;00480217422 Круг 40 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;18.36;3298.60;МЕЧЕЛ-СЕРВИС ООО
2000000011622;00480217422 Круг 40 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;17.54;3151.26;МЕЧЕЛ-СЕРВИС ООО
2000000014883;00480217436 Круг 42 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;68;14365.86;СЕВЗАПСЕРВИС ООО
2000000015439;00480217450 Круг 45 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 6;Поступление товаров и услуг 00000000177 от 21.09.2017 16:35:22;177;21.09.2017 16:35;6.8;1499.40;СЕВЗАПСЕРВИС ООО
2000000017280;00480217478 Круг 50 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 6;Поступление товаров и услуг 00000000151 от 21.08.2017 15:54:33;151;21.08.2017 15:54;5;1102.50;СЕВЗАПСЕРВИС ООО
2000000012681;00480217478 Круг 50 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;75.5;15950.34;СЕВЗАПСЕРВИС ООО
2000000012681;00480217478 Круг 50 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад участок 28;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;4.06;857.73;СЕВЗАПСЕРВИС ООО
2000000016863;00480217660 Круг 80 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;74;13294.91;МЕЧЕЛ-СЕРВИС ООО
2000000012414;00480217702 Круг 90 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;183;32877.99;МЕЧЕЛ-СЕРВИС ООО
2000000016894;00480217702 Круг 90 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;20;3593.22;МЕЧЕЛ-СЕРВИС ООО
2000000011677;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;109.6;22301.35;СЕВЗАПСЕРВИС ООО
2000000016917;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;106.4;19115.90;МЕЧЕЛ-СЕРВИС ООО
2000000011677;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 00000000214 от 14.11.2017 16:29:53;214;14.11.2017 16:29;198.8;40451.71;СЕВЗАПСЕРВИС ООО
2000000016924;00480217730 Круг 100 - В1 ГОСТ 2590-2006/08Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 7;Поступление товаров и услуг 0000-001262 от 09.04.2018 16:09:47;0000-001262;09.04.2018 16:09;67.2;14196.85;СЕВЗАПСЕРВИС ООО
2000000010595;00480218062 Круг 12 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;5;923.73;МЕЧЕЛ-СЕРВИС ООО
2000000014623;00480218062 Круг 12 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;6;1108.47;МЕЧЕЛ-СЕРВИС ООО
2000000013435;00480218142 Круг 20 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632--2014/ ГОСТ 5949-75;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001390 от 17.04.2018 16:28:04;0000-001390;17.04.2018 16:28;10;2112.63;СЕВЗАПСЕРВИС ООО
2000000016504;00480218562 Круг 60 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000193 от 06.10.2017 23:59:59;193;06.10.2017 23:59;58;10420.30;МЕЧЕЛ-СЕРВИС ООО
2000000016511;00480218562 Круг 60 - В1 ГОСТ 2590-2006/12Х18Н10Т - б ГОСТ 5632-2014/ ГОСТ 5949-75;;;кг;Склад цех 26;Поступление товаров и услуг 00000000207 от 31.10.2017 23:59:59;207;31.10.2017 23:59;44;7905.07;МЕЧЕЛ-СЕРВИС ООО
2000000008998;00490220310 Круг В 32/ХН70ВМЮТ (ЭИ-765) ТУ14-1-1358;;;кг;Склад цех 7;Поступление товаров и услуг 242 от 26.12.2017 23:59:59;242;26.12.2017 23:59;102.48;322938.81;Электросталь АО Металлургический завод
2000000010250;00490220310 Круг В 32/ХН70ВМЮТ (ЭИ-765) ТУ14-1-1358;;;кг;Склад цех 7;Поступление товаров и услуг 00000000155 от 11.10.2016 10:34:29;155;11.10.2016 10:34;145.14;457370.83;Электросталь АО Металлургический завод
2000000010656;00490233520 Круг В1 - 55 ГОСТ 2590-2006/ХН60ВТ ТУ 14-1-286-72;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-002049 от 31.05.2018 23:59:59;0000-002049;31.05.2018 23:59;5;13350.00;ТЕХСПЛАВ ООО
2000000013398;00490233520 Круг В1 - 55 ГОСТ 2590-2006/ХН60ВТ ТУ 14-1-286-72;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000798 от 28.02.2018 0:00:00;0000-000798;28.02.2018 0:00;192;512640.00;ТЕХСПЛАВ ООО
2000000014784;00490233520 Круг В1 - 55 ГОСТ 2590-2006/ХН60ВТ ТУ 14-1-286-72;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-000050 от 15.01.2018 14:51:20;0000-000050;15.01.2018 14:51;50;133500.00;ТЕХСПЛАВ ООО
2000000014890;00490233548 Круг В1 - 58 ГОСТ 2590-2006/ХН60ВТ ТУ 14-1-286-72;;;кг;Склад  1  Черные металлы;Поступление товаров и услуг 0000-001651 от 30.04.2018 0:00:00;0000-001651;30.04.2018 0:00;270;707940.00;Электросталь АО Металлургический завод
2000000010007;00490235254 Круг В1- 28 ГОСТ 2590-2006/ХН70ВМТЮФ ВД (ЭИ-826 ВД) ТУ 14-1-223-72 с учетом требований;;;кг;Склад цех 7;Поступление товаров и услуг 241 от 26.12.2017 23:59:59;241;26.12.2017 23:59;73.84;312121.68;Электросталь АО Металлургический завод
2000000014289;00490249310 Круг В 32/ХН80Т1БЮ(ЭИ-607А) ТУ14-1-1358-74;;;кг;Склад цех 9;Поступление товаров и услуг 00000000027 от 20.03.2017 0:00:00;27;20.03.2017 0:00;12.4;55425.68;Электросталь АО Металлургический завод
2000000015903;00694004138 Лист 14 х 800 х 1000/ХН60ВТ(ЭИ-868) ТУ14-1-4296-87 ( взамен ТУ14-1-146-71);;;кг;Склад цех 8;Поступление товаров и услуг 0000-000416 от 09.02.2018 14:29:36;0000-000416;09.02.2018 14:29;61.6;227920.00;СЕВЕРМЕТСНАБ ООО
2000000009650;00698116022 Лист Б - О - ПН - 5 x 1500 x 6000 ГОСТ 19903-2015/12Х18Н10Т - М3б ГОСТ 7350-77;;;кг;Склад цех 14;Поступление товаров и услуг 00000000181 от 15.09.2017 15:45:44;181;15.09.2017 15:45;31.99;6007.07;АТЭМ ООО
2000000014265;00731201515 Лист БТ - ПН - О - 2 х 1000 х 2000 ГОСТ 19904-90/12Х18Н10Т - М3а ГОСТ 5582-75;;;кг;Склад цех 8;Поступление товаров и услуг 00000000042 от 23.05.2016 13:16:16;42;23.05.2016 13:16;22.4;6272.00;"Торговый дом Металлургический завод ""Красный Октябрь"
